State,State Abbreviation,Region,Division,Date,House Price Index,Household Income,Income Range,GDP,Population
Idaho,ID,West,Mountain,1999-01-01,196.91,35800,Low Income,34512800000,1251700
Idaho,ID,West,Mountain,2000-01-01,198.71,37610,Mid-low Income,38344100000,1299430
Idaho,ID,West,Mountain,2001-01-01,207.69,38240,Mid-low Income,37740900000,1319962
Idaho,ID,West,Mountain,2002-01-01,213.88,37720,Mid-low Income,38990700000,1340372
Idaho,ID,West,Mountain,2003-01-01,222.52,42370,Mid-low Income,40778600000,1363380
Idaho,ID,West,Mountain,2004-01-01,232.03,44360,Mid-high Income,44732900000,1391802
Idaho,ID,West,Mountain,2005-01-01,258.75,44180,Mid-low Income,48805100000,1428241
Idaho,ID,West,Mountain,2006-01-01,310.25,46210,Mid-low Income,51099000000,1468669
Idaho,ID,West,Mountain,2007-01-01,344.02,49180,Mid-high Income,53712400000,1505105
Idaho,ID,West,Mountain,2008-01-01,346.87,47420,Mid-low Income,56203600000,1534320
Idaho,ID,West,Mountain,2009-01-01,330.41,46780,Mid-low Income,54507900000,1554439
Idaho,ID,West,Mountain,2010-01-01,290.58,47050,Mid-low Income,56086200000,1570819
Idaho,ID,West,Mountain,2011-01-01,262.62,47460,Mid-low Income,57418200000,1584272
Idaho,ID,West,Mountain,2012-01-01,260.5,47920,Mid-low Income,57933700000,1595910
Idaho,ID,West,Mountain,2013-01-01,269.58,48470,Mid-low Income,61712600000,1612053
Idaho,ID,West,Mountain,2014-01-01,285.28,53440,Mid-low Income,64501700000,1632248
Idaho,ID,West,Mountain,2015-01-01,301.83,51620,Mid-low Income,66064899999,1652495
Idaho,ID,West,Mountain,2016-01-01,322.72,56560,Mid-low Income,69185200000,1684036
Idaho,ID,West,Mountain,2017-01-01,347.76,59500,Mid-low Income,72935100000,1719745
Idaho,ID,West,Mountain,2018-01-01,386.97,58730,Mid-low Income,79072400000,1752074
Idaho,ID,West,Mountain,2019-01-01,432.4,65990,Mid-low Income,84550200000,1789060
Idaho,ID,West,Mountain,2020-01-01,478.64,66730,Mid-low Income,88187700000,1849339
Idaho,ID,West,Mountain,2021-01-01,558.79,76920,Mid-high Income,98792800000,1904537
Idaho,ID,West,Mountain,2022-01-01,716.58,72580,Mid-low Income,110871100000,1938996
Illinois,IL,Midwest,East North Central,1997-01-01,213.99,41280,High Income,416015100000,12011509
Illinois,IL,Midwest,East North Central,1998-01-01,221.64,43180,High Income,436533400000,12069774
Illinois,IL,Midwest,East North Central,1999-01-01,228.37,46330,High Income,459971600000,12128370
Illinois,IL,Midwest,East North Central,2000-01-01,241.47,46060,Mid-high Income,486089700000,12434161
Illinois,IL,Midwest,East North Central,2001-01-01,255.81,46170,Mid-high Income,499618400000,12488445
Illinois,IL,Midwest,East North Central,2002-01-01,272.16,42710,Mid-high Income,511485900000,12525556
Illinois,IL,Midwest,East North Central,2003-01-01,286.72,45150,Mid-high Income,528577000000,12556006
Illinois,IL,Midwest,East North Central,2004-01-01,306.19,46080,Mid-high Income,560079800000,12589773
Illinois,IL,Midwest,East North Central,2005-01-01,334.87,48400,Mid-high Income,589153700000,12609903
Illinois,IL,Midwest,East North Central,2006-01-01,360.93,48670,Mid-high Income,624068100000,12643955
Illinois,IL,Midwest,East North Central,2007-01-01,372.87,52510,Mid-high Income,649307400000,12695866
Illinois,IL,Midwest,East North Central,2008-01-01,368.21,53250,Mid-high Income,649677300000,12747038
Illinois,IL,Midwest,East North Central,2009-01-01,345.92,52870,Mid-high Income,645843200000,12796778
Illinois,IL,Midwest,East North Central,2010-01-01,316.95,50730,Mid-high Income,663929000000,12840545
Illinois,IL,Midwest,East North Central,2011-01-01,303.57,50640,Mid-high Income,691805500000,12867783
Illinois,IL,Midwest,East North Central,2012-01-01,295.57,51740,Mid-high Income,725478000000,12883029
Illinois,IL,Midwest,East North Central,2013-01-01,293.25,53940,Mid-high Income,742890900000,12895778
Illinois,IL,Midwest,East North Central,2014-01-01,297.49,54920,Mid-high Income,772291700000,12885092
Illinois,IL,Midwest,East North Central,2015-01-01,311.87,60410,Mid-high Income,802592000000,12859585
Illinois,IL,Midwest,East North Central,2016-01-01,318.52,61390,Mid-high Income,813561600000,12821709
Illinois,IL,Midwest,East North Central,2017-01-01,326.89,65970,Mid-high Income,832826800000,12779893
Illinois,IL,Midwest,East North Central,2018-01-01,337.36,70150,Mid-high Income,871024200000,12724685
Illinois,IL,Midwest,East North Central,2019-01-01,343.12,74400,Mid-high Income,895800000000,12667017
Illinois,IL,Midwest,East North Central,2020-01-01,354.72,74330,Mid-high Income,860747500000,12790357
Illinois,IL,Midwest,East North Central,2021-01-01,369.3,79250,Mid-high Income,943993300000,12690341
Illinois,IL,Midwest,East North Central,2022-01-01,419.5,78020,Mid-high Income,1025667200000,12582515
Indiana,IN,Midwest,East North Central,1997-01-01,185.45,38890,Mid-high Income,170924600000,5872370
Indiana,IN,Midwest,East North Central,1998-01-01,194.31,39730,Mid-high Income,185336300000,5907617
Indiana,IN,Midwest,East North Central,1999-01-01,201.85,40840,Mid-high Income,193659900000,5942901
Indiana,IN,Midwest,East North Central,2000-01-01,206.63,40870,Mid-low Income,204147300000,6091866
Indiana,IN,Midwest,East North Central,2001-01-01,217.64,40380,Mid-low Income,205325100000,6127760
Indiana,IN,Midwest,East North Central,2002-01-01,224.59,41050,Mid-low Income,213419600000,6155967
Indiana,IN,Midwest,East North Central,2003-01-01,230.57,42430,Mid-low Income,225349300000,6196638
Indiana,IN,Midwest,East North Central,2004-01-01,236.69,42330,Mid-low Income,239278500000,6233007
Indiana,IN,Midwest,East North Central,2005-01-01,244.38,42440,Mid-low Income,247428300000,6278616
Indiana,IN,Midwest,East North Central,2006-01-01,250.69,45410,Mid-low Income,259030300000,6332669
Indiana,IN,Midwest,East North Central,2007-01-01,255.04,47450,Mid-low Income,273340800000,6379599
Indiana,IN,Midwest,East North Central,2008-01-01,257.23,46520,Mid-low Income,277774500000,6424806
Indiana,IN,Midwest,East North Central,2009-01-01,254.87,44310,Low Income,264925000000,6459325
Indiana,IN,Midwest,East North Central,2010-01-01,242.98,46140,Mid-low Income,284685800000,6490555
Indiana,IN,Midwest,East North Central,2011-01-01,240.47,44450,Low Income,292373800000,6517250
Indiana,IN,Midwest,East North Central,2012-01-01,240.35,46160,Mid-low Income,301277400000,6538989
Indiana,IN,Midwest,East North Central,2013-01-01,242.66,49460,Mid-low Income,313466900000,6570575
Indiana,IN,Midwest,East North Central,2014-01-01,243.68,48060,Low Income,329360900000,6596019
Indiana,IN,Midwest,East North Central,2015-01-01,254.14,51980,Mid-low Income,333163800000,6611442
Indiana,IN,Midwest,East North Central,2016-01-01,260.12,56090,Mid-low Income,342716600000,6637898
Indiana,IN,Midwest,East North Central,2017-01-01,271.08,58770,Mid-low Income,357535800000,6662068
Indiana,IN,Midwest,East North Central,2018-01-01,287.8,59890,Mid-low Income,377376900000,6698481
Indiana,IN,Midwest,East North Central,2019-01-01,304.58,66690,Mid-low Income,385446200000,6731010
Indiana,IN,Midwest,East North Central,2020-01-01,321.85,66810,Mid-low Income,377901100000,6789098
Indiana,IN,Midwest,East North Central,2021-01-01,347.59,70190,Mid-low Income,422951900000,6813798
Indiana,IN,Midwest,East North Central,2022-01-01,411.1,70030,Mid-low Income,470323600000,6832274
Iowa,IA,Midwest,West North Central,1997-01-01,162.65,33780,Mid-low Income,82808800000,2854396
Iowa,IA,Midwest,West North Central,1998-01-01,170.56,37020,Mid-low Income,84629700000,2861025
Iowa,IA,Midwest,West North Central,1999-01-01,178.38,41100,Mid-high Income,87774300000,2869413
Iowa,IA,Midwest,West North Central,2000-01-01,185.24,40990,Mid-low Income,93125600000,2929067
Iowa,IA,Midwest,West North Central,2001-01-01,195.64,40980,Mid-low Income,94922600000,2931997
Iowa,IA,Midwest,West North Central,2002-01-01,203.29,41050,Mid-low Income,98669400000,2934234
Iowa,IA,Midwest,West North Central,2003-01-01,209.94,41380,Mid-low Income,105329700000,2941999
Iowa,IA,Midwest,West North Central,2004-01-01,219.14,43390,Mid-low Income,117149800000,2953635
Iowa,IA,Midwest,West North Central,2005-01-01,229.64,46500,Mid-high Income,122866100000,2964454
Iowa,IA,Midwest,West North Central,2006-01-01,237.87,48130,Mid-high Income,127670800000,2982644
Iowa,IA,Midwest,West North Central,2007-01-01,243.55,48910,Mid-high Income,137590200000,2999212
Iowa,IA,Midwest,West North Central,2008-01-01,248.32,50140,Mid-low Income,137749200000,3016734
Iowa,IA,Midwest,West North Central,2009-01-01,248.51,50720,Mid-high Income,137094299999,3032870
Iowa,IA,Midwest,West North Central,2010-01-01,242.98,49020,Mid-high Income,142497700000,3050819
Iowa,IA,Midwest,West North Central,2011-01-01,243.84,50220,Mid-high Income,149026100000,3066772
Iowa,IA,Midwest,West North Central,2012-01-01,245.66,53440,Mid-high Income,158553100000,3076844
Iowa,IA,Midwest,West North Central,2013-01-01,248.97,60160,Mid-high Income,162415000000,3093935
Iowa,IA,Midwest,West North Central,2014-01-01,251.49,57810,Mid-high Income,173734200000,3110643
Iowa,IA,Midwest,West North Central,2015-01-01,259.87,60860,Mid-high Income,181471700000,3122541
Iowa,IA,Midwest,West North Central,2016-01-01,268.8,59090,Mid-high Income,183834800000,3133210
Iowa,IA,Midwest,West North Central,2017-01-01,278.48,63470,Mid-high Income,187125000000,3143734
Iowa,IA,Midwest,West North Central,2018-01-01,287.94,68720,Mid-high Income,193155100000,3149900
Iowa,IA,Midwest,West North Central,2019-01-01,297.98,66050,Mid-low Income,196085100000,3159596
Iowa,IA,Midwest,West North Central,2020-01-01,308.87,68820,Mid-high Income,199447000000,3190904
Iowa,IA,Midwest,West North Central,2021-01-01,321.58,72430,Mid-high Income,220818200000,3197944
Iowa,IA,Midwest,West North Central,2022-01-01,365.89,76320,Mid-high Income,238342300000,3199693
Kansas,KS,Midwest,West North Central,1997-01-01,152.84,36470,Mid-high Income,74643200000,2616339
Kansas,KS,Midwest,West North Central,1998-01-01,160.7,36710,Mid-low Income,78242300000,2638667
Kansas,KS,Midwest,West North Central,1999-01-01,168.64,37350,Mid-low Income,81609700000,2654052
Kansas,KS,Midwest,West North Central,2000-01-01,178.42,41060,Mid-low Income,85990500000,2693681
Kansas,KS,Midwest,West North Central,2001-01-01,187.8,41420,Mid-high Income,88869700000,2702162
Kansas,KS,Midwest,West North Central,2002-01-01,196.44,42620,Mid-high Income,91359000000,2713535
Kansas,KS,Midwest,West North Central,2003-01-01,203.43,44230,Mid-high Income,95236300000,2723004
Kansas,KS,Midwest,West North Central,2004-01-01,211.59,41070,Mid-low Income,98913700000,2734373
Kansas,KS,Midwest,West North Central,2005-01-01,220.85,42030,Low Income,105343900000,2745299
Kansas,KS,Midwest,West North Central,2006-01-01,228.75,45550,Mid-low Income,113831800000,2762931
Kansas,KS,Midwest,West North Central,2007-01-01,236.34,48500,Mid-low Income,123608900000,2783785
Kansas,KS,Midwest,West North Central,2008-01-01,240.04,47880,Mid-low Income,129223200000,2808076
Kansas,KS,Midwest,West North Central,2009-01-01,238.92,44720,Low Income,126049700000,2832704
Kansas,KS,Midwest,West North Central,2010-01-01,233.29,46050,Mid-low Income,129235700000,2858266
Kansas,KS,Midwest,West North Central,2011-01-01,231.47,46150,Mid-low Income,136747100000,2869677
Kansas,KS,Midwest,West North Central,2012-01-01,230.84,50000,Mid-low Income,141812100000,2886024
Kansas,KS,Midwest,West North Central,2013-01-01,233.19,47820,Mid-low Income,144999300000,2894306
Kansas,KS,Midwest,West North Central,2014-01-01,234.55,53440,Mid-low Income,150276100000,2901861
Kansas,KS,Midwest,West North Central,2015-01-01,243.18,54870,Mid-low Income,155699000000,2910717
Kansas,KS,Midwest,West North Central,2016-01-01,251.19,56810,Mid-low Income,162144500000,2912977
Kansas,KS,Midwest,West North Central,2017-01-01,261.4,56900,Mid-low Income,166273600000,2910892
Kansas,KS,Midwest,West North Central,2018-01-01,275.92,63940,Mid-high Income,173373000000,2912748
Kansas,KS,Midwest,West North Central,2019-01-01,286.87,73150,Mid-high Income,176917700000,2912635
Kansas,KS,Midwest,West North Central,2020-01-01,301.44,73080,Mid-high Income,177720600000,2938124
Kansas,KS,Midwest,West North Central,2021-01-01,322.59,75980,Mid-high Income,191831700000,2937946
Kansas,KS,Midwest,West North Central,2022-01-01,374.45,73040,Mid-low Income,209326100000,2936716
Kentucky,KY,South,East South Central,1997-01-01,192.75,33450,Mid-low Income,104878100000,3907816
Kentucky,KY,South,East South Central,1998-01-01,200.21,36250,Mid-low Income,110020100000,3934310
Kentucky,KY,South,East South Central,1999-01-01,209.57,33740,Low Income,115592700000,3960825
Kentucky,KY,South,East South Central,2000-01-01,218.77,36270,Low Income,114549600000,4049021
Kentucky,KY,South,East South Central,2001-01-01,229.84,38440,Mid-low Income,117767900000,4068132
Kentucky,KY,South,East South Central,2002-01-01,237.55,36760,Low Income,122731200000,4089875
Kentucky,KY,South,East South Central,2003-01-01,246.01,36940,Low Income,128289600000,4117170
Kentucky,KY,South,East South Central,2004-01-01,256.71,35610,Low Income,135694500000,4146100
Kentucky,KY,South,East South Central,2005-01-01,268.88,36700,Low Income,144914900000,4182742
Kentucky,KY,South,East South Central,2006-01-01,281.09,39490,Low Income,153009800000,4219239
Kentucky,KY,South,East South Central,2007-01-01,288.77,39450,Low Income,156900000000,4256672
Kentucky,KY,South,East South Central,2008-01-01,293.5,41150,Low Income,160700200000,4289878
Kentucky,KY,South,East South Central,2009-01-01,293.21,42660,Low Income,157440100000,4317074
Kentucky,KY,South,East South Central,2010-01-01,284.98,41100,Low Income,166656300000,4348464
Kentucky,KY,South,East South Central,2011-01-01,283.25,39860,Low Income,171238100000,4370817
Kentucky,KY,South,East South Central,2012-01-01,283.43,41090,Low Income,178370600000,4387865
Kentucky,KY,South,East South Central,2013-01-01,285.67,44880,Low Income,184920600000,4406906
Kentucky,KY,South,East South Central,2014-01-01,284.88,42790,Low Income,188326400000,4416992
Kentucky,KY,South,East South Central,2015-01-01,295.43,42390,Low Income,194621200000,4429126
Kentucky,KY,South,East South Central,2016-01-01,304.66,45370,Low Income,197944800000,4440306
Kentucky,KY,South,East South Central,2017-01-01,318.18,49670,Low Income,203564000000,4455590
Kentucky,KY,South,East South Central,2018-01-01,334.14,54560,Low Income,210509100000,4464273
Kentucky,KY,South,East South Central,2019-01-01,346.57,55660,Low Income,220683300000,4472345
Kentucky,KY,South,East South Central,2020-01-01,363.8,56760,Low Income,218755200000,4508155
Kentucky,KY,South,East South Central,2021-01-01,389.05,55630,Low Income,237925900000,4507600
Kentucky,KY,South,East South Central,2022-01-01,452.89,55880,Low Income,258981200000,4511563
Louisiana,LA,South,West South Central,1997-01-01,140.67,33260,Mid-low Income,116423100000,4351390
Louisiana,LA,South,West South Central,1998-01-01,147.93,31740,Low Income,120228800000,4362758
Louisiana,LA,South,West South Central,1999-01-01,154.57,32650,Low Income,125667300000,4372035
Louisiana,LA,South,West South Central,2000-01-01,160.1,30720,Low Income,132375799999,4471885
Louisiana,LA,South,West South Central,2001-01-01,168.26,33320,Low Income,138204300000,4477875
Louisiana,LA,South,West South Central,2002-01-01,174.17,34010,Low Income,140082800000,4497267
Louisiana,LA,South,West South Central,2003-01-01,183.22,33510,Low Income,155198700000,4521042
Louisiana,LA,South,West South Central,2004-01-01,192.05,36430,Low Income,170999600000,4552238
Louisiana,LA,South,West South Central,2005-01-01,203.18,37240,Low Income,199314200000,4576628
Louisiana,LA,South,West South Central,2006-01-01,225.13,36490,Low Income,207249800000,4302665
Louisiana,LA,South,West South Central,2007-01-01,242.25,41310,Low Income,203771300000,4375581
Louisiana,LA,South,West South Central,2008-01-01,247.39,39560,Low Income,213803500000,4435586
Louisiana,LA,South,West South Central,2009-01-01,247.95,45430,Mid-low Income,206111500000,4491648
Louisiana,LA,South,West South Central,2010-01-01,240.96,39300,Low Income,226555600000,4544635
Louisiana,LA,South,West South Central,2011-01-01,238.51,40660,Low Income,230518700000,4576244
Louisiana,LA,South,West South Central,2012-01-01,239.52,39090,Low Income,235960900000,4602067
Louisiana,LA,South,West South Central,2013-01-01,243.26,46430,Low Income,231652700000,4626040
Louisiana,LA,South,West South Central,2014-01-01,246.77,42410,Low Income,240965000000,4645938
Louisiana,LA,South,West South Central,2015-01-01,257.03,45920,Low Income,234324200000,4666998
Louisiana,LA,South,West South Central,2016-01-01,264.95,42200,Low Income,227440300000,4681346
Louisiana,LA,South,West South Central,2017-01-01,270.94,43570,Low Income,239830700000,4673673
Louisiana,LA,South,West South Central,2018-01-01,278.99,49970,Low Income,256444400000,4664450
Louisiana,LA,South,West South Central,2019-01-01,284.62,51710,Low Income,257096700000,4658285
Louisiana,LA,South,West South Central,2020-01-01,294.66,51190,Low Income,236135900000,4652022
Louisiana,LA,South,West South Central,2021-01-01,307.06,57210,Low Income,263162700000,4627047
Louisiana,LA,South,West South Central,2022-01-01,342.01,58330,Low Income,291951900000,4588023
Maine,ME,Northeast,New England,1997-01-01,234.71,32770,Mid-low Income,30574200000,1245215
Maine,ME,Northeast,New England,1998-01-01,247.13,35640,Mid-low Income,32412800000,1247554
Maine,ME,Northeast,New England,1999-01-01,258.34,38860,Mid-low Income,34714700000,1253040
Maine,ME,Northeast,New England,2000-01-01,277.78,37270,Low Income,37222000000,1277072
Maine,ME,Northeast,New England,2001-01-01,306.29,36610,Low Income,38925700000,1285692
Maine,ME,Northeast,New England,2002-01-01,333.67,36850,Low Income,40664100000,1295960
Maine,ME,Northeast,New England,2003-01-01,367.1,37110,Low Income,42493400000,1306513
Maine,ME,Northeast,New England,2004-01-01,406.49,41330,Mid-low Income,45233100000,1313688
Maine,ME,Northeast,New England,2005-01-01,460.48,43920,Mid-low Income,47028100000,1318787
Maine,ME,Northeast,New England,2006-01-01,494.97,45640,Mid-low Income,48889300000,1323619
Maine,ME,Northeast,New England,2007-01-01,506.37,47890,Mid-low Income,50291300000,1327040
Maine,ME,Northeast,New England,2008-01-01,508.24,47230,Mid-low Income,51001900000,1330509
Maine,ME,Northeast,New England,2009-01-01,489.52,47500,Mid-low Income,51451200000,1329590
Maine,ME,Northeast,New England,2010-01-01,459.61,47930,Mid-low Income,52802500000,1327651
Maine,ME,Northeast,New England,2011-01-01,452.83,49690,Mid-high Income,53104500000,1328473
Maine,ME,Northeast,New England,2012-01-01,446.7,49160,Mid-low Income,54018500000,1328094
Maine,ME,Northeast,New England,2013-01-01,446.92,54960,Mid-high Income,54924800000,1328543
Maine,ME,Northeast,New England,2014-01-01,445.71,51710,Mid-low Income,56537400000,1331217
Maine,ME,Northeast,New England,2015-01-01,461.39,50760,Low Income,58755800000,1329098
Maine,ME,Northeast,New England,2016-01-01,473.64,50860,Low Income,61092200000,1332348
Maine,ME,Northeast,New England,2017-01-01,496.48,53320,Low Income,63000600000,1335743
Maine,ME,Northeast,New England,2018-01-01,521.88,58660,Mid-low Income,66216000000,1340123
Maine,ME,Northeast,New England,2019-01-01,545.24,66550,Mid-low Income,69298200000,1345770
Maine,ME,Northeast,New England,2020-01-01,578.14,63690,Mid-low Income,72091600000,1364517
Maine,ME,Northeast,New England,2021-01-01,640.71,71140,Mid-high Income,78918400000,1378787
Maine,ME,Northeast,New England,2022-01-01,778.08,75160,Mid-high Income,85801200000,1389338
Maryland,MD,South,South Atlantic,1997-01-01,216.53,46690,High Income,159167800000,5092914
Maryland,MD,South,South Atlantic,1998-01-01,222.59,50020,High Income,169360100000,5130072
Maryland,MD,South,South Atlantic,1999-01-01,228.35,52210,High Income,179779600000,5171634
Maryland,MD,South,South Atlantic,2000-01-01,238.3,54540,High Income,191430200000,5311034
Maryland,MD,South,South Atlantic,2001-01-01,254.85,53530,High Income,205276000000,5374691
Maryland,MD,South,South Atlantic,2002-01-01,277.79,56410,High Income,217001400000,5440389
Maryland,MD,South,South Atlantic,2003-01-01,307.69,52310,High Income,226803400000,5496269
Maryland,MD,South,South Atlantic,2004-01-01,350.92,57100,High Income,243449800000,5546935
Maryland,MD,South,South Atlantic,2005-01-01,426.12,60510,High Income,261795300000,5592379
Maryland,MD,South,South Atlantic,2006-01-01,508.22,63670,High Income,273791000000,5627367
Maryland,MD,South,South Atlantic,2007-01-01,534.35,65630,High Income,282618200000,5653408
Maryland,MD,South,South Atlantic,2008-01-01,516.71,63710,High Income,292908300000,5684965
Maryland,MD,South,South Atlantic,2009-01-01,466.7,64190,High Income,298282800000,5730388
Maryland,MD,South,South Atlantic,2010-01-01,426.58,64200,High Income,313930500000,5788784
Maryland,MD,South,South Atlantic,2011-01-01,409.82,68880,High Income,324920900000,5840241
Maryland,MD,South,South Atlantic,2012-01-01,403.75,71840,High Income,331869000000,5888375
Maryland,MD,South,South Atlantic,2013-01-01,406.76,69350,High Income,339895800000,5925197
Maryland,MD,South,South Atlantic,2014-01-01,413.97,76170,High Income,351743100000,5960064
Maryland,MD,South,South Atlantic,2015-01-01,429.63,73590,High Income,367314100000,5988528
Maryland,MD,South,South Atlantic,2016-01-01,437.35,73760,High Income,386496400000,6007014
Maryland,MD,South,South Atlantic,2017-01-01,446.95,82090,High Income,399714500000,6028186
Maryland,MD,South,South Atlantic,2018-01-01,464.26,86220,High Income,410771800000,6042153
Maryland,MD,South,South Atlantic,2019-01-01,471.99,95570,High Income,419447600000,6054954
Maryland,MD,South,South Atlantic,2020-01-01,491.95,94790,High Income,413417700000,6173689
Maryland,MD,South,South Atlantic,2021-01-01,523.78,97330,High Income,446941000000,6175045
Maryland,MD,South,South Atlantic,2022-01-01,599.14,108200,High Income,480112700000,6163981
Massachusetts,MA,Northeast,New England,1997-01-01,305.18,42020,High Income,236435600000,6115476
Massachusetts,MA,Northeast,New England,1998-01-01,323.31,42350,High Income,247686800000,6144407
Massachusetts,MA,Northeast,New England,1999-01-01,350.24,44010,Mid-high Income,262868800000,6175169
Massachusetts,MA,Northeast,New England,2000-01-01,401.85,46750,High Income,287091400000,6361104
Massachusetts,MA,Northeast,New England,2001-01-01,452.21,52250,High Income,294876400000,6397634
Massachusetts,MA,Northeast,New England,2002-01-01,505.62,49860,High Income,299915800000,6417206
Massachusetts,MA,Northeast,New England,2003-01-01,562.71,50960,High Income,309736100000,6422565
Massachusetts,MA,Northeast,New England,2004-01-01,617.75,52020,High Income,324919000000,6412281
Massachusetts,MA,Northeast,New England,2005-01-01,688.33,56020,High Income,340637800000,6403290
Massachusetts,MA,Northeast,New England,2006-01-01,721.41,55330,High Income,358418300000,6410084
Massachusetts,MA,Northeast,New England,2007-01-01,703.81,58460,High Income,377985600000,6431559
Massachusetts,MA,Northeast,New England,2008-01-01,676.72,60320,High Income,387923400000,6468967
Massachusetts,MA,Northeast,New England,2009-01-01,640.0,59370,High Income,388963900000,6517613
Massachusetts,MA,Northeast,New England,2010-01-01,610.89,60930,High Income,409270000000,6566440
Massachusetts,MA,Northeast,New England,2011-01-01,603.53,63310,High Income,423684900000,6614218
Massachusetts,MA,Northeast,New England,2012-01-01,596.69,63660,High Income,441373900000,6664269
Massachusetts,MA,Northeast,New England,2013-01-01,603.67,62530,High Income,452580400000,6715158
Massachusetts,MA,Northeast,New England,2014-01-01,622.74,63150,High Income,469824900000,6764864
Massachusetts,MA,Northeast,New England,2015-01-01,653.79,67860,High Income,497767000000,6797484
Massachusetts,MA,Northeast,New England,2016-01-01,683.57,72270,High Income,514108000000,6827280
Massachusetts,MA,Northeast,New England,2017-01-01,715.55,76240,High Income,530129400000,6863560
Massachusetts,MA,Northeast,New England,2018-01-01,759.11,86350,High Income,559605000000,6885720
Massachusetts,MA,Northeast,New England,2019-01-01,793.33,87710,High Income,588617500000,6894883
Massachusetts,MA,Northeast,New England,2020-01-01,830.61,87810,High Income,589033300000,6997713
Massachusetts,MA,Northeast,New England,2021-01-01,890.16,86570,High Income,645434000000,6991951
Massachusetts,MA,Northeast,New England,2022-01-01,1035.23,93550,High Income,691460600000,6982740
Michigan,MI,Midwest,East North Central,1997-01-01,206.91,38740,Mid-high Income,299832700000,9785450
Michigan,MI,Midwest,East North Central,1998-01-01,220.57,41820,High Income,311088200000,9820231
Michigan,MI,Midwest,East North Central,1999-01-01,234.3,46090,High Income,337150200000,9863775
Michigan,MI,Midwest,East North Central,2000-01-01,252.84,45510,Mid-high Income,351879500000,9952450
Michigan,MI,Midwest,East North Central,2001-01-01,268.84,45050,Mid-high Income,349127500000,9991120
Michigan,MI,Midwest,East North Central,2002-01-01,281.65,42720,Mid-high Income,363372100000,10015710
Michigan,MI,Midwest,East North Central,2003-01-01,291.41,45020,Mid-high Income,376123800000,10041152
Michigan,MI,Midwest,East North Central,2004-01-01,302.6,42260,Mid-low Income,388764600000,10055315
Michigan,MI,Midwest,East North Central,2005-01-01,314.9,45930,Mid-high Income,402828800000,10051137
Michigan,MI,Midwest,East North Central,2006-01-01,317.16,48650,Mid-high Income,402537300000,10036081
Michigan,MI,Midwest,East North Central,2007-01-01,308.6,49370,Mid-high Income,410613000000,10001284
Michigan,MI,Midwest,East North Central,2008-01-01,291.28,49790,Mid-low Income,391633600000,9946889
Michigan,MI,Midwest,East North Central,2009-01-01,270.74,45990,Mid-low Income,371707000000,9901591
Michigan,MI,Midwest,East North Central,2010-01-01,239.34,46280,Mid-low Income,393179600000,9877597
Michigan,MI,Midwest,East North Central,2011-01-01,229.25,48880,Mid-low Income,408354100000,9883053
Michigan,MI,Midwest,East North Central,2012-01-01,227.27,50020,Mid-high Income,426141100000,9898289
Michigan,MI,Midwest,East North Central,2013-01-01,236.43,56570,Mid-high Income,441470800000,9914802
Michigan,MI,Midwest,East North Central,2014-01-01,251.2,52010,Mid-low Income,456123500000,9932033
Michigan,MI,Midwest,East North Central,2015-01-01,267.96,54200,Mid-low Income,479222700000,9934483
Michigan,MI,Midwest,East North Central,2016-01-01,281.91,57090,Mid-low Income,494752500000,9954117
Michigan,MI,Midwest,East North Central,2017-01-01,299.29,56410,Mid-low Income,505101500000,9976752
Michigan,MI,Midwest,East North Central,2018-01-01,319.32,60450,Mid-low Income,525240800000,9987286
Michigan,MI,Midwest,East North Central,2019-01-01,337.46,64120,Mid-low Income,536975600000,9984795
Michigan,MI,Midwest,East North Central,2020-01-01,354.32,64390,Mid-low Income,530231100000,10070627
Michigan,MI,Midwest,East North Central,2021-01-01,381.46,64490,Mid-low Income,576502200000,10038117
Michigan,MI,Midwest,East North Central,2022-01-01,444.6,68990,Mid-low Income,622562700000,10033281
Minnesota,MN,Midwest,West North Central,1997-01-01,181.61,42560,High Income,157345900000,4687726
Minnesota,MN,Midwest,West North Central,1998-01-01,192.7,47930,High Income,167867400000,4726411
Minnesota,MN,Midwest,West North Central,1999-01-01,203.69,47040,High Income,176780400000,4775508
Minnesota,MN,Midwest,West North Central,2000-01-01,225.51,54250,High Income,192389500000,4933692
Minnesota,MN,Midwest,West North Central,2001-01-01,249.0,52680,High Income,196869400000,4982796
Minnesota,MN,Midwest,West North Central,2002-01-01,272.49,54620,High Income,204061100000,5018935
Minnesota,MN,Midwest,West North Central,2003-01-01,294.24,52820,High Income,215975100000,5053572
Minnesota,MN,Midwest,West North Central,2004-01-01,319.38,56100,High Income,231949400000,5087713
Minnesota,MN,Midwest,West North Central,2005-01-01,348.2,54220,High Income,244635400000,5119598
Minnesota,MN,Midwest,West North Central,2006-01-01,367.67,56210,High Income,252357600000,5163555
Minnesota,MN,Midwest,West North Central,2007-01-01,371.91,58060,High Income,261250700000,5207203
Minnesota,MN,Midwest,West North Central,2008-01-01,360.38,54930,Mid-high Income,268771500000,5247018
Minnesota,MN,Midwest,West North Central,2009-01-01,343.73,56090,High Income,262628800000,5281203
Minnesota,MN,Midwest,West North Central,2010-01-01,311.27,52320,Mid-high Income,274649200000,5310934
Minnesota,MN,Midwest,West North Central,2011-01-01,298.33,57820,High Income,287070800000,5346620
